entry,at,order
"""Dajafa89 @ 8Rd-jalIEp"" calls 23540 and go all in",2020-12-17T21:22:35.327Z,160824015532800
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:22:19.900Z,160824013990300
"""Solenya @ Cm7T72VOne"" raises to 63177 and go all in",2020-12-17T21:22:10.671Z,160824013067200
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:22:06.967Z,160824012696700
"""Dajafa89 @ 8Rd-jalIEp"" raises to 8800",2020-12-17T21:22:04.850Z,160824012485400
"""Leon @ FBmvb3C6ih"" calls 3200",2020-12-17T21:21:49.229Z,160824010923000
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:21:48.254Z,160824010826500
"""Solenya @ Cm7T72VOne"" raises to 3200",2020-12-17T21:21:47.190Z,160824010719100
"""Wilson @ juRPq4TIwB"" posts a big blind of 1600",2020-12-17T21:21:41.388Z,160824010138908
"""Dajafa89 @ 8Rd-jalIEp"" posts a small blind of 800",2020-12-17T21:21:41.388Z,160824010138907
"Your hand is A♦, 10♦",2020-12-17T21:21:41.388Z,160824010138903
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (60862) | #2 ""Solenya @ Cm7T72VOne"" (63177) | #4 ""Vaibhav @ d9aWWonCb9"" (12720) | #6 ""Leon @ FBmvb3C6ih"" (84701) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (23540)",2020-12-17T21:21:41.388Z,160824010138901
"-- starting hand #74  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T21:21:41.388Z,160824010138900
"-- ending hand #73 --",2020-12-17T21:21:38.475Z,160824009847602
"""Solenya @ Cm7T72VOne"" collected 4000 from pot",2020-12-17T21:21:38.475Z,160824009847601
"Uncalled bet of 1600 returned to ""Solenya @ Cm7T72VOne""",2020-12-17T21:21:38.475Z,160824009847600
"""Dajafa89 @ 8Rd-jalIEp"" folds",2020-12-17T21:21:37.668Z,160824009766900
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:21:36.705Z,160824009670600
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:21:32.606Z,160824009260700
"""Solenya @ Cm7T72VOne"" raises to 3200",2020-12-17T21:21:31.562Z,160824009156300
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:21:28.334Z,160824008833500
"""Dajafa89 @ 8Rd-jalIEp"" posts a big blind of 1600",2020-12-17T21:21:22.622Z,160824008262308
"""Leon @ FBmvb3C6ih"" posts a small blind of 800",2020-12-17T21:21:22.622Z,160824008262307
"Your hand is Q♣, A♠",2020-12-17T21:21:22.622Z,160824008262303
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (60862) | #2 ""Solenya @ Cm7T72VOne"" (60777) | #4 ""Vaibhav @ d9aWWonCb9"" (12720) | #6 ""Leon @ FBmvb3C6ih"" (85501) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (25140)",2020-12-17T21:21:22.622Z,160824008262301
"-- starting hand #73  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T21:21:22.622Z,160824008262300
"""Wilson @ juRPq4TIwB"" shows a Q♠, 10♣.",2020-12-17T21:21:19.724Z,160824007972500
"""Leon @ FBmvb3C6ih"" shows a 2♣, 4♣.",2020-12-17T21:21:18.978Z,160824007897900
"-- ending hand #72 --",2020-12-17T21:21:18.264Z,160824007826502
"""Wilson @ juRPq4TIwB"" collected 12000 from pot",2020-12-17T21:21:18.264Z,160824007826501
"Uncalled bet of 12000 returned to ""Wilson @ juRPq4TIwB""",2020-12-17T21:21:18.264Z,160824007826500
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:21:17.444Z,160824007744500
"""Wilson @ juRPq4TIwB"" bets 12000",2020-12-17T21:21:15.051Z,160824007505300
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T21:21:11.584Z,160824007158500
"flop:  [9♠, 7♠, 8♠]",2020-12-17T21:21:05.296Z,160824006529700
"""Dajafa89 @ 8Rd-jalIEp"" folds",2020-12-17T21:21:04.485Z,160824006448600
"""Leon @ FBmvb3C6ih"" calls 4800",2020-12-17T21:21:03.479Z,160824006348000
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:20:53.758Z,160824005375900
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T21:20:52.713Z,160824005271400
"""Wilson @ juRPq4TIwB"" raises to 4800",2020-12-17T21:20:42.709Z,160824004271000
"""Dajafa89 @ 8Rd-jalIEp"" calls 1600",2020-12-17T21:20:27.476Z,160824002747700
"""Leon @ FBmvb3C6ih"" posts a big blind of 1600",2020-12-17T21:20:23.121Z,160824002312210
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 800",2020-12-17T21:20:23.121Z,160824002312209
"Your hand is 5♠, 5♥",2020-12-17T21:20:23.121Z,160824002312205
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (53662) | #2 ""Solenya @ Cm7T72VOne"" (60777) | #4 ""Vaibhav @ d9aWWonCb9"" (13520) | #6 ""Leon @ FBmvb3C6ih"" (90301) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (26740)",2020-12-17T21:20:23.121Z,160824002312203
"-- starting hand #72  (No Limit Texas Hold'em) (dealer: ""Solenya @ Cm7T72VOne"") --",2020-12-17T21:20:23.121Z,160824002312202
"The game's big blind was changed from 1200 to 1600.",2020-12-17T21:20:23.121Z,160824002312201
"The game's small blind was changed from 600 to 800.",2020-12-17T21:20:23.121Z,160824002312200
"-- ending hand #71 --",2020-12-17T21:20:20.195Z,160824002019602
"""Solenya @ Cm7T72VOne"" collected 2400 from pot",2020-12-17T21:20:20.195Z,160824002019601
"Uncalled bet of 2400 returned to ""Solenya @ Cm7T72VOne""",2020-12-17T21:20:20.195Z,160824002019600
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:20:19.387Z,160824001938800
"""Solenya @ Cm7T72VOne"" bets 2400",2020-12-17T21:20:17.972Z,160824001797300
"turn: 5♣, Q♥, 7♥ [Q♠]",2020-12-17T21:20:13.994Z,160824001399600
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:20:13.187Z,160824001318800
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T21:20:11.631Z,160824001163600
"flop:  [5♣, Q♥, 7♥]",2020-12-17T21:20:08.717Z,160824000871800
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:20:07.907Z,160824000790700
"""Solenya @ Cm7T72VOne"" calls 1200",2020-12-17T21:20:06.386Z,160824000638700
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:20:05.434Z,160824000543600
"""Dajafa89 @ 8Rd-jalIEp"" folds",2020-12-17T21:20:00.272Z,160824000027300
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:19:59.252Z,160823999925200
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 1200",2020-12-17T21:19:52.943Z,160823999294508
"""Solenya @ Cm7T72VOne"" posts a small blind of 600",2020-12-17T21:19:52.943Z,160823999294507
"Your hand is A♣, 3♠",2020-12-17T21:19:52.943Z,160823999294503
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (53662) | #2 ""Solenya @ Cm7T72VOne"" (59577) | #4 ""Vaibhav @ d9aWWonCb9"" (14720) | #6 ""Leon @ FBmvb3C6ih"" (90301) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (26740)",2020-12-17T21:19:52.943Z,160823999294501
"-- starting hand #71  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T21:19:52.943Z,160823999294500
"-- ending hand #70 --",2020-12-17T21:19:45.920Z,160823998592203
"""Vaibhav @ d9aWWonCb9"" shows a 5♠, 5♣.",2020-12-17T21:19:45.920Z,160823998592202
"""Leon @ FBmvb3C6ih"" collected 24400 from pot with Two Pair, J's & 8's (combination: J♠, J♣, 8♣, 8♦, 10♥)",2020-12-17T21:19:45.920Z,160823998592201
"""Leon @ FBmvb3C6ih"" shows a J♠, 8♣.",2020-12-17T21:19:45.920Z,160823998592200
"""Leon @ FBmvb3C6ih"" calls 1200",2020-12-17T21:19:45.111Z,160823998511200
"""Vaibhav @ d9aWWonCb9"" bets 1200",2020-12-17T21:19:43.368Z,160823998336900
"river: 4♥, 10♥, J♣, 9♥ [8♦]",2020-12-17T21:19:40.126Z,160823998013300
"""Leon @ FBmvb3C6ih"" calls 5000",2020-12-17T21:19:39.315Z,160823997931600
"""Vaibhav @ d9aWWonCb9"" bets 5000",2020-12-17T21:19:37.871Z,160823997787200
"turn: 4♥, 10♥, J♣ [9♥]",2020-12-17T21:19:32.015Z,160823997201800
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T21:19:31.209Z,160823997121000
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:19:30.292Z,160823997029300
"""Dajafa89 @ 8Rd-jalIEp"" folds",2020-12-17T21:19:26.318Z,160823996631900
"""Leon @ FBmvb3C6ih"" calls 3000",2020-12-17T21:19:12.125Z,160823995212600
"""Vaibhav @ d9aWWonCb9"" bets 3000",2020-12-17T21:19:07.511Z,160823994751100
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T21:19:01.080Z,160823994108100
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T21:19:00.159Z,160823994015900
"flop:  [4♥, 10♥, J♣]",2020-12-17T21:18:38.572Z,160823991857400
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T21:18:37.764Z,160823991776500
"""Wilson @ juRPq4TIwB"" calls 1200",2020-12-17T21:18:36.838Z,160823991683900
"""Dajafa89 @ 8Rd-jalIEp"" calls 1200",2020-12-17T21:18:15.311Z,160823989531200
"""Leon @ FBmvb3C6ih"" calls 1200",2020-12-17T21:18:05.226Z,160823988522700
"""Vaibhav @ d9aWWonCb9"" calls 1200",2020-12-17T21:18:01.434Z,160823988143600
"""Solenya @ Cm7T72VOne"" posts a big blind of 1200",2020-12-17T21:17:57.899Z,160823987790008
"""Wilson @ juRPq4TIwB"" posts a small blind of 600",2020-12-17T21:17:57.899Z,160823987790007
"Your hand is 2♥, 9♠",2020-12-17T21:17:57.899Z,160823987790003
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (54862) | #2 ""Solenya @ Cm7T72VOne"" (60777) | #4 ""Vaibhav @ d9aWWonCb9"" (25120) | #6 ""Leon @ FBmvb3C6ih"" (76301) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (27940)",2020-12-17T21:17:57.899Z,160823987790001
"-- starting hand #70  (No Limit Texas Hold'em) (dealer: ""Dajafa89 @ 8Rd-jalIEp"") --",2020-12-17T21:17:57.899Z,160823987790000
"-- ending hand #69 --",2020-12-17T21:17:54.979Z,160823987498002
"""Solenya @ Cm7T72VOne"" collected 16200 from pot",2020-12-17T21:17:54.979Z,160823987498001
"Uncalled bet of 5440 returned to ""Solenya @ Cm7T72VOne""",2020-12-17T21:17:54.979Z,160823987498000
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:17:54.171Z,160823987417200
"""Solenya @ Cm7T72VOne"" bets 5440",2020-12-17T21:17:53.236Z,160823987323700
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T21:17:49.649Z,160823986965000
"turn: 10♠, Q♦, Q♥ [5♦]",2020-12-17T21:17:46.902Z,160823986690700
"""Solenya @ Cm7T72VOne"" calls 5400",2020-12-17T21:17:46.090Z,160823986609100
"""Wilson @ juRPq4TIwB"" bets 5400",2020-12-17T21:17:45.043Z,160823986504400
"flop:  [10♠, Q♦, Q♥]",2020-12-17T21:17:36.321Z,160823985632200
"""Wilson @ juRPq4TIwB"" calls 2400",2020-12-17T21:17:35.513Z,160823985551300
"""Dajafa89 @ 8Rd-jalIEp"" folds",2020-12-17T21:17:33.795Z,160823985379600
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:17:29.712Z,160823984971300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:17:25.929Z,160823984592900
"""Solenya @ Cm7T72VOne"" raises to 2400",2020-12-17T21:17:24.873Z,160823984487400
"""Wilson @ juRPq4TIwB"" posts a big blind of 1200",2020-12-17T21:17:15.570Z,160823983557108
"""Dajafa89 @ 8Rd-jalIEp"" posts a small blind of 600",2020-12-17T21:17:15.570Z,160823983557107
"Your hand is A♣, J♠",2020-12-17T21:17:15.570Z,160823983557103
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (62662) | #2 ""Solenya @ Cm7T72VOne"" (52377) | #4 ""Vaibhav @ d9aWWonCb9"" (25120) | #6 ""Leon @ FBmvb3C6ih"" (76301) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (28540)",2020-12-17T21:17:15.570Z,160823983557101
"-- starting hand #69  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T21:17:15.570Z,160823983557100
"-- ending hand #68 --",2020-12-17T21:17:08.535Z,160823982853703
"""Leon @ FBmvb3C6ih"" shows a A♣, 3♠.",2020-12-17T21:17:08.535Z,160823982853702
"""Dajafa89 @ 8Rd-jalIEp"" collected 9600 from pot with Pair, 4's (combination: 4♠, 4♣, J♠, 8♦, 7♠)",2020-12-17T21:17:08.535Z,160823982853701
"""Dajafa89 @ 8Rd-jalIEp"" shows a 4♠, 5♠.",2020-12-17T21:17:08.535Z,160823982853700
"""Dajafa89 @ 8Rd-jalIEp"" calls 1200",2020-12-17T21:17:07.728Z,160823982772900
"""Leon @ FBmvb3C6ih"" bets 1200",2020-12-17T21:17:01.671Z,160823982167200
"river: 7♠, 2♣, 8♦, J♠ [4♣]",2020-12-17T21:16:58.142Z,160823981814700
"""Dajafa89 @ 8Rd-jalIEp"" calls 1200",2020-12-17T21:16:57.337Z,160823981733800
"""Leon @ FBmvb3C6ih"" bets 1200",2020-12-17T21:16:54.354Z,160823981435500
"turn: 7♠, 2♣, 8♦ [J♠]",2020-12-17T21:16:52.842Z,160823981284400
"""Dajafa89 @ 8Rd-jalIEp"" calls 1200",2020-12-17T21:16:52.029Z,160823981203000
"""Leon @ FBmvb3C6ih"" bets 1200",2020-12-17T21:16:48.212Z,160823980821300
"flop:  [7♠, 2♣, 8♦]",2020-12-17T21:16:43.242Z,160823980324300
"""Dajafa89 @ 8Rd-jalIEp"" checks",2020-12-17T21:16:42.419Z,160823980242000
"""Leon @ FBmvb3C6ih"" calls 1200",2020-12-17T21:16:38.883Z,160823979888400
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:16:37.948Z,160823979794900
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T21:16:36.901Z,160823979690200
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:16:29.679Z,160823978968000
"""Dajafa89 @ 8Rd-jalIEp"" posts a big blind of 1200",2020-12-17T21:16:08.872Z,160823976887308
"""Leon @ FBmvb3C6ih"" posts a small blind of 600",2020-12-17T21:16:08.872Z,160823976887307
"Your hand is 5♣, 7♥",2020-12-17T21:16:08.872Z,160823976887303
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (62662) | #2 ""Solenya @ Cm7T72VOne"" (52377) | #4 ""Vaibhav @ d9aWWonCb9"" (25120) | #6 ""Leon @ FBmvb3C6ih"" (81101) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (23740)",2020-12-17T21:16:08.872Z,160823976887301
"-- starting hand #68  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T21:16:08.872Z,160823976887300
"-- ending hand #67 --",2020-12-17T21:16:05.954Z,160823976595502
"""Wilson @ juRPq4TIwB"" collected 3000 from pot",2020-12-17T21:16:05.954Z,160823976595501
"Uncalled bet of 3000 returned to ""Wilson @ juRPq4TIwB""",2020-12-17T21:16:05.954Z,160823976595500
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:16:05.147Z,160823976514800
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:15:57.372Z,160823975737600
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T21:15:56.144Z,160823975614500
"""Wilson @ juRPq4TIwB"" raises to 4200",2020-12-17T21:15:55.218Z,160823975522000
"""Dajafa89 @ 8Rd-jalIEp"" folds",2020-12-17T21:15:48.260Z,160823974826100
"""Leon @ FBmvb3C6ih"" posts a big blind of 1200",2020-12-17T21:15:45.960Z,160823974596409
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 600",2020-12-17T21:15:45.960Z,160823974596408
"Your hand is 9♣, 2♥",2020-12-17T21:15:45.960Z,160823974596404
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (60862) | #2 ""Solenya @ Cm7T72VOne"" (52377) | #4 ""Vaibhav @ d9aWWonCb9"" (25720) | #6 ""Leon @ FBmvb3C6ih"" (82301) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (23740)",2020-12-17T21:15:45.960Z,160823974596402
"-- starting hand #67  (No Limit Texas Hold'em) (dealer: ""Solenya @ Cm7T72VOne"") --",2020-12-17T21:15:45.960Z,160823974596401
"The player ""Leon @ FBmvb3C6ih"" joined the game with a stack of 82301.",2020-12-17T21:15:45.960Z,160823974596400
"-- ending hand #66 --",2020-12-17T21:15:39.447Z,160823973944803
"""Dajafa89 @ 8Rd-jalIEp"" shows a 9♦, Q♦.",2020-12-17T21:15:39.447Z,160823973944802
"""Vaibhav @ d9aWWonCb9"" collected 25720 from pot with Two Pair, K's & Q's (combination: K♠, K♣, Q♣, Q♥, 10♣)",2020-12-17T21:15:39.447Z,160823973944801
"""Vaibhav @ d9aWWonCb9"" shows a Q♣, K♠.",2020-12-17T21:15:39.447Z,160823973944800
"""Dajafa89 @ 8Rd-jalIEp"" calls 5660",2020-12-17T21:15:38.640Z,160823973864100
"The player ""Leon @ FBmvb3C6ih"" sit back with the stack of 82301.",2020-12-17T21:15:27.236Z,160823972723700
"""Vaibhav @ d9aWWonCb9"" bets 5660 and go all in",2020-12-17T21:15:18.718Z,160823971872000
"river: Q♥, 2♥, 10♣, K♣ [7♦]",2020-12-17T21:15:14.518Z,160823971452100
"""Vaibhav @ d9aWWonCb9"" calls 3600",2020-12-17T21:15:13.712Z,160823971371300
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T21:15:11.960Z,160823971196100
"""Dajafa89 @ 8Rd-jalIEp"" bets 3600",2020-12-17T21:15:10.485Z,160823971048700
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:15:04.249Z,160823970425000
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T21:15:01.713Z,160823970171400
"turn: Q♥, 2♥, 10♣ [K♣]",2020-12-17T21:14:53.770Z,160823969377200
"""Dajafa89 @ 8Rd-jalIEp"" calls 1200",2020-12-17T21:14:52.962Z,160823969296300
"""Vaibhav @ d9aWWonCb9"" calls 1200",2020-12-17T21:14:48.330Z,160823968833100
"""Solenya @ Cm7T72VOne"" bets 1200",2020-12-17T21:14:46.497Z,160823968649700
"flop:  [Q♥, 2♥, 10♣]",2020-12-17T21:14:40.889Z,160823968089000
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:14:40.051Z,160823968005900
"""Solenya @ Cm7T72VOne"" calls 1200",2020-12-17T21:14:37.920Z,160823967792100
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:14:09.984Z,160823964998500
"""Dajafa89 @ 8Rd-jalIEp"" calls 1200",2020-12-17T21:14:01.437Z,160823964143800
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 1200",2020-12-17T21:13:53.392Z,160823963339408
"""Solenya @ Cm7T72VOne"" posts a small blind of 600",2020-12-17T21:13:53.392Z,160823963339407
"Your hand is J♣, 3♥",2020-12-17T21:13:53.392Z,160823963339404
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (60862) | #2 ""Solenya @ Cm7T72VOne"" (54777) | #4 ""Vaibhav @ d9aWWonCb9"" (11660) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (35400)",2020-12-17T21:13:53.392Z,160823963339402
"-- starting hand #66  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T21:13:53.392Z,160823963339401
"The player ""Leon @ FBmvb3C6ih"" stand up with the stack of 82301.",2020-12-17T21:13:53.392Z,160823963339400
"-- ending hand #65 --",2020-12-17T21:13:50.460Z,160823963046002
"""Dajafa89 @ 8Rd-jalIEp"" collected 20400 from pot",2020-12-17T21:13:50.460Z,160823963046001
"Uncalled bet of 15000 returned to ""Dajafa89 @ 8Rd-jalIEp""",2020-12-17T21:13:50.460Z,160823963046000
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:13:49.654Z,160823962965500
"""Dajafa89 @ 8Rd-jalIEp"" raises to 16200 and go all in",2020-12-17T21:13:31.040Z,160823961105000
"""Vaibhav @ d9aWWonCb9"" bets 1200",2020-12-17T21:13:21.109Z,160823960111300
"turn: 8♦, 7♦, K♣ [10♥]",2020-12-17T21:13:18.644Z,160823959864600
"""Vaibhav @ d9aWWonCb9"" calls 6600",2020-12-17T21:13:17.830Z,160823959783100
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T21:13:16.427Z,160823959642800
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:13:14.141Z,160823959414200
"""Dajafa89 @ 8Rd-jalIEp"" raises to 6600",2020-12-17T21:13:11.540Z,160823959154100
"""Vaibhav @ d9aWWonCb9"" bets 1200",2020-12-17T21:13:07.432Z,160823958743300
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T21:13:04.463Z,160823958446400
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T21:12:43.216Z,160823956321800
"flop:  [8♦, 7♦, K♣]",2020-12-17T21:12:19.774Z,160823953977500
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T21:12:18.962Z,160823953896200
"""Wilson @ juRPq4TIwB"" calls 1200",2020-12-17T21:12:18.039Z,160823953803900
"""Dajafa89 @ 8Rd-jalIEp"" calls 1200",2020-12-17T21:12:17.118Z,160823953711900
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:12:10.204Z,160823953020500
"""Vaibhav @ d9aWWonCb9"" calls 1200",2020-12-17T21:12:05.071Z,160823952507200
"""Solenya @ Cm7T72VOne"" posts a big blind of 1200",2020-12-17T21:12:00.807Z,160823952080810
"""Wilson @ juRPq4TIwB"" posts a small blind of 600",2020-12-17T21:12:00.807Z,160823952080809
"Your hand is 8♠, 9♣",2020-12-17T21:12:00.807Z,160823952080805
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (62062) | #2 ""Solenya @ Cm7T72VOne"" (55977) | #4 ""Vaibhav @ d9aWWonCb9"" (20660) | #6 ""Leon @ FBmvb3C6ih"" (82301) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (24000)",2020-12-17T21:12:00.807Z,160823952080803
"-- starting hand #65  (No Limit Texas Hold'em) (dealer: ""Dajafa89 @ 8Rd-jalIEp"") --",2020-12-17T21:12:00.807Z,160823952080802
"The game's big blind was changed from 1000 to 1200.",2020-12-17T21:12:00.807Z,160823952080801
"The game's small blind was changed from 500 to 600.",2020-12-17T21:12:00.807Z,160823952080800
"-- ending hand #64 --",2020-12-17T21:11:54.770Z,160823951477201
"""Dajafa89 @ 8Rd-jalIEp"" collected 24000 from pot with Two Pair, K's & Q's (combination: K♦, K♠, Q♦, Q♣, 9♥)",2020-12-17T21:11:54.770Z,160823951477200
"river: K♠, 3♦, 7♠, 9♥ [Q♣]",2020-12-17T21:11:51.742Z,160823951174800
"turn: K♠, 3♦, 7♠ [9♥]",2020-12-17T21:11:48.724Z,160823950872500
"flop:  [K♠, 3♦, 7♠]",2020-12-17T21:11:45.697Z,160823950570100
"""Dajafa89 @ 8Rd-jalIEp"" shows a K♦, Q♦.",2020-12-17T21:11:42.676Z,160823950267701
"""Solenya @ Cm7T72VOne"" shows a 10♦, K♥.",2020-12-17T21:11:42.676Z,160823950267700
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:11:41.870Z,160823950187100
"""Solenya @ Cm7T72VOne"" calls 11000",2020-12-17T21:11:38.499Z,160823949850200
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:11:36.590Z,160823949659100
"""Dajafa89 @ 8Rd-jalIEp"" raises to 11000 and go all in",2020-12-17T21:11:07.255Z,160823946725600
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:11:02.822Z,160823946282300
"""Vaibhav @ d9aWWonCb9"" calls 1000",2020-12-17T21:10:52.832Z,160823945283300
"""Solenya @ Cm7T72VOne"" calls 1000",2020-12-17T21:10:47.322Z,160823944732400
"""Wilson @ juRPq4TIwB"" posts a big blind of 1000",2020-12-17T21:10:44.530Z,160823944453308
"""Dajafa89 @ 8Rd-jalIEp"" posts a small blind of 500",2020-12-17T21:10:44.530Z,160823944453307
"Your hand is 10♦, K♥",2020-12-17T21:10:44.530Z,160823944453303
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (63062) | #2 ""Solenya @ Cm7T72VOne"" (66977) | #4 ""Vaibhav @ d9aWWonCb9"" (21660) | #6 ""Leon @ FBmvb3C6ih"" (82301) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (11000)",2020-12-17T21:10:44.530Z,160823944453301
"-- starting hand #64  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T21:10:44.530Z,160823944453300
"-- ending hand #63 --",2020-12-17T21:10:41.588Z,160823944158902
"""Solenya @ Cm7T72VOne"" collected 3000 from pot",2020-12-17T21:10:41.588Z,160823944158901
"Uncalled bet of 2000 returned to ""Solenya @ Cm7T72VOne""",2020-12-17T21:10:41.588Z,160823944158900
"""Dajafa89 @ 8Rd-jalIEp"" folds",2020-12-17T21:10:40.783Z,160823944078400
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:10:39.784Z,160823943978400
"""Solenya @ Cm7T72VOne"" bets 2000",2020-12-17T21:10:28.178Z,160823942817900
"""Dajafa89 @ 8Rd-jalIEp"" checks",2020-12-17T21:10:24.488Z,160823942448900
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T21:10:18.598Z,160823941859800
"flop:  [10♠, 2♦, 4♦]",2020-12-17T21:10:12.163Z,160823941216500
"""Dajafa89 @ 8Rd-jalIEp"" checks",2020-12-17T21:10:11.346Z,160823941134700
"""Leon @ FBmvb3C6ih"" calls 1000",2020-12-17T21:10:09.591Z,160823940959200
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:10:05.959Z,160823940596000
"""Solenya @ Cm7T72VOne"" calls 1000",2020-12-17T21:10:04.916Z,160823940491600
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:10:00.587Z,160823940058800
"""Dajafa89 @ 8Rd-jalIEp"" posts a big blind of 1000",2020-12-17T21:09:58.008Z,160823939801008
"""Leon @ FBmvb3C6ih"" posts a small blind of 500",2020-12-17T21:09:58.008Z,160823939801007
"Your hand is Q♥, 8♣",2020-12-17T21:09:58.008Z,160823939801003
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (63062) | #2 ""Solenya @ Cm7T72VOne"" (64977) | #4 ""Vaibhav @ d9aWWonCb9"" (21660) | #6 ""Leon @ FBmvb3C6ih"" (83301) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (12000)",2020-12-17T21:09:58.008Z,160823939801001
"-- starting hand #63  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T21:09:58.008Z,160823939801000
